word,count,length,per_million,rank
安,2144112,1,1807.2804358805,155
队,2140495,1,1804.2316523578,156
计,2133145,1,1798.0363084561,157
交,2126296,1,1792.2632594244,158
代,2119912,1,1786.8821607213,159
院,2117622,1,1784.9519107165,160
度,2114643,1,1782.4408999025,161
特,2109147,1,1777.8082998911,162
之,2105746,1,1774.9415836177,163
国家,2098594,2,1768.9131346946,164
化,2096867,1,1767.4574396037,165
但,2088992,1,1760.8195711376,166
正,2060530,1,1736.8288394193,167
表示,2057766,2,1734.4990529507,168
社,2044322,1,1723.1670524861,169
济,2042743,1,1721.8361071772,170
平,2039851,1,1719.3984290053,171
调,2003759,1,1688.9763402842,172
斯,1991259,1,1678.4400411317,173
基,1973698,1,1663.6378051783,174
持,1967089,1,1658.0670530904,175
设,1963538,1,1655.0739012272,176
比,1944771,1,1639.2551231315,177
入,1942929,1,1637.7024940884,178
际,1931969,1,1628.4642669915,179
电,1923864,1,1621.6325306210,180
发展,1923314,2,1621.1689334583,181
次,1920426,1,1618.7346269021,182
经济,1916728,2,1615.6175681608,183
达,1907468,1,1607.8122777486,184
位,1904888,1,1605.6375856035,185
强,1893471,1,1596.0141514096,186
都,1871278,1,1577.3075844423,187
举,1866082,1,1572.9278556105,188
使,1865987,1,1572.8477797370,189
心,1847905,1,1557.6063908349,190
处,1842694,1,1553.2140184442,191
司,1837555,1,1548.8823351366,192
问题,1830717,2,1543.1185580482,193
亚,1821463,1,1535.3183250596,194
海,1808516,1,1524.4052478494,195
小,1806219,1,1522.4690975172,196
教,1798158,1,1515.6744489197,197
委员,1793790,2,1511.9926445438,198
水,1792991,1,1511.3191643020,199
受,1778999,1,1499.5252524826,200
