word,count,length,per_million,rank
grad,2089,4,298.0314232691,182
postala,2067,7,294.8927486344,183
vrh,2067,3,294.8927486344,184
vojaški,2064,7,294.4647475478,185
vasi,2054,4,293.0380772593,186
začela,2049,6,292.3247421151,187
novembra,2038,8,290.7554047977,188
razvoj,2018,6,287.9020642207,189
napisal,2014,7,287.3313961053,190
poti,1991,4,284.0500544417,191
najprej,1988,7,283.6220533552,192
lastnosti,1988,9,283.6220533552,193
pot,1985,3,283.1940522686,194
življenjepis,1978,12,282.1953830667,195
držav,1977,5,282.0527160378,196
istega,1969,6,280.9113798070,197
uporabljajo,1967,11,280.6260457493,198
sodeloval,1966,9,280.4833787205,199
velik,1964,5,280.1980446628,200
